Media Time (seconds),Arousal (%)
0.0,46.57142857142857
0.0,46.5
0.0,43.92857142857143
0.0,43.214285714285715
0.0,48.5
0.0,46.35714285714286
0.0,44.5
0.0,44.42857142857143
0.0,44.357142857142854
0.0,44.642857142857146
0.0,43.214285714285715
0.0,44.214285714285715
0.0,43.0
0.0,43.285714285714285
0.0,45.33333333333333
0.009726,44.666666666666664
0.042415,45.08333333333333
0.072553,48.583333333333336
0.105783,50.74999999999999
0.138144,50.66666666666667
0.188313,49.833333333333336
0.226715,48.833333333333336
0.258802,50.16666666666667
0.287636,51.0
0.316007,49.75
0.343415,45.916666666666664
0.371871,48.333333333333336
0.399693,50.416666666666664
0.427913,52.0
0.457002,46.416666666666664
0.488806,50.583333333333336
0.523803,51.5
0.575882,51.16666666666667
0.621456,51.083333333333336
0.657277,50.916666666666664
0.693413,51.83333333333333
0.727207,51.66666666666667
0.765923,51.66666666666667
0.801659,52.0
0.835119,51.74999999999999
0.867589,51.5
0.901484,51.416666666666664
0.935413,51.24999999999999
0.975231,51.583333333333336
1.011368,51.083333333333336
1.049097,51.0
1.082054,50.66666666666667
1.117012,50.916666666666664
1.152556,51.083333333333336
1.18748,51.0
1.220141,50.5
1.255125,50.74999999999999
1.290773,50.916666666666664
1.325486,50.5
1.360004,50.0
1.391989,45.08333333333333
1.427104,49.416666666666664
1.455735,51.24999999999999
1.483177,51.083333333333336
1.511957,51.83333333333333
1.539626,52.0
1.568882,51.416666666666664
1.595844,51.083333333333336
1.623946,51.33333333333333
1.654082,52.0
1.686725,51.66666666666666
1.717354,51.83333333333333
1.74505,52.416666666666664
1.770393,52.33333333333333
1.795416,53.0
1.825007,53.333333333333336
1.852226,53.083333333333336
1.879434,52.75
1.915569,53.666666666666664
1.94763,48.0
1.982881,52.583333333333336
2.016357,53.75
2.052073,54.0
2.086024,54.0
2.121939,53.91666666666667
2.158532,53.91666666666667
2.20271,52.83333333333333
2.241777,52.33333333333333
2.270725,52.166666666666664
2.30461,52.416666666666664
2.333079,52.583333333333336
2.362217,52.33333333333333
2.394773,51.83333333333333
2.423332,51.583333333333336
2.454559,51.66666666666667
2.483433,51.416666666666664
2.512314,51.33333333333333
2.541551,51.416666666666664
2.569204,50.16666666666667
2.597147,49.916666666666664
2.627129,49.75
2.65586,50.33333333333333
2.685837,50.583333333333336
2.714612,50.583333333333336
2.742321,50.583333333333336
2.770992,51.0
2.800103,51.416666666666664
2.830332,51.0
2.859309,50.416666666666664
2.890055,48.75
2.921081,49.0
2.94984,50.083333333333336
2.979894,50.66666666666667
3.011306,50.83333333333333
3.043185,50.916666666666664
3.073216,50.74999999999999
3.103504,50.5
3.133971,50.916666666666664
3.162491,50.66666666666667
3.195925,51.0
3.226522,50.583333333333336
3.260006,51.0
3.291469,51.0
3.322683,49.833333333333336
3.354156,50.5
3.384188,50.5
3.413492,50.75000000000001
3.442374,51.33333333333333
3.471829,51.74999999999999
3.497617,51.0
3.527451,51.16666666666667
3.558538,51.5
3.589154,51.24999999999999
3.619455,51.74999999999999
3.651116,51.83333333333333
3.681215,51.74999999999999
3.714049,51.66666666666666
3.7475,51.416666666666664
3.786619,51.83333333333333
3.815706,51.583333333333336
3.844933,51.16666666666667
3.874632,51.083333333333336
3.906458,51.33333333333333
3.936241,51.5
3.967327,51.416666666666664
3.998285,51.16666666666667
4.030866,48.16666666666667
4.060383,49.5
4.092169,46.75
4.124629,50.16666666666667
4.157372,47.4
4.187658,47.3
4.216395,47.3
4.244694,47.199999999999996
4.274079,47.0
4.302826,46.9
4.334074,46.8
4.362764,46.400000000000006
4.393789,46.300000000000004
4.425384,46.2
4.455226,46.1
4.49963,46.0
4.543952,45.7
4.597098,45.7
4.65729,45.7
4.720012,45.800000000000004
4.774016,45.800000000000004
4.828655,46.0
4.893861,45.9
4.944373,46.300000000000004
4.987004,46.5
5.033518,46.7
5.077763,46.800000000000004
5.122089,47.0
5.166538,47.0
5.205221,47.199999999999996
5.24495,47.4
5.281707,47.5
5.319735,47.699999999999996
5.361982,48.0
5.403293,48.0
5.439472,48.0
5.475867,48.1
5.503107,48.1
5.531924,48.1
5.56102,48.199999999999996
5.589237,48.1
5.6163,48.0
5.641226,47.9
5.668562,47.699999999999996
5.697654,47.599999999999994
5.730687,47.599999999999994
5.763733,47.5
5.809878,47.3
5.848718,47.4
5.886365,47.3
5.922,47.4
5.962042,47.3
5.995528,47.3
6.025673,47.4
6.05483,47.4
6.082436,47.4
6.109579,47.5
6.138637,47.699999999999996
6.166734,47.8
6.192945,47.8
6.222279,47.8
6.250094,47.9
6.276102,47.9
6.305113,48.1
6.332028,48.5
6.360901,48.5
6.388949,48.8
6.416899,49.2
6.44787,49.3
6.47644,49.6
6.506131,49.6
6.534466,49.9
6.562658,50.1
6.592758,50.3
6.622759,50.5
6.653684,50.7
6.682905,50.7
6.713577,50.7
6.744049,50.8
6.776291,50.9
6.807456,51.0
6.842436,51.0
6.874712,51.1
6.904002,51.4
6.934468,51.300000000000004
6.966576,51.300000000000004
6.996617,51.300000000000004
7.026171,51.1
7.056912,51.1
7.088817,51.0
7.119641,50.7
7.150964,50.7
7.186521,50.2
7.219422,50.2
7.247929,49.7
7.27738,49.8
7.306726,49.5
7.339709,49.1
7.369155,49.0
7.399061,49.0
7.428685,49.0
7.458383,48.699999999999996
7.491494,48.6
7.521985,48.6
7.551367,48.6
7.580509,48.699999999999996
7.609734,48.699999999999996
7.639438,48.8
7.667722,48.8
7.697024,49.0
7.725152,49.0
7.758554,48.9
7.790275,49.1
7.820043,49.2
7.849265,49.2
7.877641,49.6
7.904784,49.7
7.932253,49.9
