Media Time (seconds),Arousal (%)
12.887123,36.5
12.914613,37.0
12.942018,37.0
12.968647,37.5
12.996236,37.5
13.024058,37.5
13.054358,37.5
13.083226,37.5
13.110903,37.5
13.138809,37.5
13.165376,37.5
13.194555,37.5
13.222636,37.5
13.249588,37.0
13.276811,37.5
13.304789,37.5
13.332584,37.5
13.359127,37.5
13.38708,38.0
13.411821,38.0
13.437168,38.0
13.464346,38.0
13.49193,38.0
13.520081,38.0
13.545368,38.0
13.571893,37.5
13.598831,37.5
13.626598,37.5
13.654088,37.0
13.680974,37.0
13.708301,37.0
13.735589,37.0
13.763811,36.5
13.794423,36.5
13.821098,36.0
13.84857,36.0
13.875469,36.0
13.902929,36.0
13.930374,36.0
13.958793,36.0
13.986458,36.0
14.01303,36.0
14.040044,36.0
14.06789,36.0
14.09488,36.0
14.123746,36.0
14.15021,36.0
14.177742,36.0
14.205983,36.0
14.234696,36.5
14.261691,36.0
14.289782,36.0
14.31705,36.5
14.344476,36.5
14.370821,36.5
14.397968,36.5
14.425056,36.5
14.453031,36.0
14.480452,36.0
14.508047,36.5
14.535035,36.0
14.561938,36.0
14.591268,36.0
14.617814,36.0
14.644334,36.0
14.673258,36.0
14.700067,36.5
14.726368,36.5
14.754552,36.5
14.781049,36.0
14.807922,36.0
14.834542,35.5
14.862664,35.5
14.889653,35.5
14.915719,35.5
14.942058,35.5
14.974604,35.5
15.00111,35.5
15.028942,35.5
15.05718,35.5
15.083123,35.5
15.109196,36.0
15.196546,36.0
15.223472,36.0
15.249559,36.0
15.275703,36.0
15.302509,36.0
15.32962,36.0
15.355512,36.0
15.383526,36.0
15.409494,36.0
15.43525,36.0
15.461711,35.5
15.489707,35.5
15.515509,35.5
15.541035,35.0
15.566532,35.0
15.593407,35.0
15.618891,34.5
15.645031,34.5
15.671842,35.0
15.697516,35.0
15.724269,35.0
15.753814,35.0
15.780259,35.0
15.806232,35.0
15.833995,35.5
15.859539,35.0
15.886717,35.0
15.912298,35.0
15.937834,35.0
15.9636,35.0
15.990744,35.5
16.01765,35.5
16.18975,32.99999999999999
16.215486,32.99999999999999
16.240924,32.99999999999999
16.268639,32.99999999999999
16.296342,32.99999999999999
16.325146,32.99999999999999
16.352664,33.5
16.380129,33.5
16.407587,34.0
16.435171,34.0
16.462629,34.5
16.49256,34.5
16.520811,34.5
16.547725,35.0
16.574333,35.0
16.603222,35.0
16.630458,35.5
17.055369,36.0
17.081164,36.0
17.109766,36.0
17.136619,36.0
17.163908,36.0
17.193174,36.0
17.221068,36.0
17.24856,36.0
17.275714,36.0
17.303274,36.0
17.33034,36.0
17.358145,36.0
17.387143,36.0
17.414562,36.0
17.443145,36.0
17.472568,36.0
17.499651,36.0
17.590503,36.0
17.617912,36.0
17.645438,36.0
17.670903,36.0
17.698974,36.0
17.726174,36.0
17.758642,36.0
17.864569,36.0
17.890736,36.0
17.981056,36.0
18.006266,36.0
18.031939,36.0
18.059671,36.0
18.087368,36.0
18.114452,36.0
18.140894,36.0
18.169072,36.0
18.261168,36.0
18.289751,36.0
18.316294,36.0
18.342623,36.0
18.369467,36.0
18.398504,36.0
18.428257,36.0
18.457034,36.0
18.485555,36.0
18.594384,36.0
18.623638,36.0
18.651454,36.0
18.678722,36.0
18.707248,36.0
18.734975,36.0
18.762768,36.0
18.791447,36.0
18.818287,36.0
18.845404,36.0
18.871956,36.0
18.900365,36.0
18.927963,36.0
18.956421,36.0
18.983408,36.0
19.13323,36.5
19.161987,36.5
19.314629,36.5
19.341222,36.5
19.368457,36.5
19.39675,36.5
19.425607,37.0
19.580006,36.5
19.606824,36.5
19.633842,36.5
19.661139,36.5
19.688579,36.0
19.715561,36.0
19.741635,36.0
19.7686,36.0
19.919473,36.0
19.945885,36.0
19.973319,36.0
20.313086,36.0
20.339148,36.0
20.365214,36.0
20.392256,36.0
20.423768,36.0
20.450365,36.0
20.477101,36.0
20.504622,36.0
20.657555,35.5
20.684509,35.5
20.710661,35.5
20.795566,35.5
20.822786,35.5
20.850169,35.5
20.877244,35.0
20.904877,35.0
20.930735,35.0
20.95778,34.5
20.98376,34.0
21.008483,34.0
21.034984,34.0
21.061675,33.5
21.088462,33.5
21.115346,33.5
21.141533,33.5
21.168075,33.5
21.194378,33.5
21.221201,33.5
21.247558,34.0
21.273452,34.0
21.299297,34.0
21.325693,34.5
21.352543,34.5
21.465371,35.0
21.492527,35.0
21.581698,35.5
21.606884,35.5
21.63265,35.5
21.659782,35.5
21.686199,35.5
21.712238,35.5
21.738173,35.5
21.763912,35.5
21.790593,35.5
21.817308,35.5
21.843753,35.5
21.869301,35.5
21.895147,35.5
21.986206,35.5
22.011899,35.5
22.037158,35.5
22.062755,35.5
22.090086,35.5
22.115585,35.5
22.141086,35.5
22.167422,35.5
22.195524,36.0
22.222057,36.0
22.248031,36.5
22.273773,36.5
22.299464,36.5
22.325194,36.0
22.350813,36.0
22.376519,36.0
22.402317,36.0
22.430557,36.0
22.457569,36.0
22.485415,36.0
22.511556,36.0
22.536396,36.0
22.565947,36.0
22.594246,36.0
22.622345,35.5
22.650096,35.5
22.676968,35.5
22.704128,36.0
22.731923,36.0
22.760593,36.0
22.78982,36.0
22.816199,36.0
22.844968,36.0
22.87177,36.0
22.898985,35.5
23.115984,34.5
23.142225,34.5
23.171589,34.0
23.202513,34.0
23.230333,34.5
23.259415,34.0
23.287668,34.0
23.315988,34.0
23.343525,34.5
23.371216,34.0
23.397548,34.0
23.424977,34.0
23.454102,34.0
23.482636,34.0
23.509839,34.0
23.537329,34.5
23.564419,34.5
23.591946,35.0
23.6189,35.0
23.646717,35.5
23.674259,35.5
23.702423,35.5
23.73087,36.0
23.76034,36.5
23.789135,36.5
23.815828,36.5
23.845399,36.5
23.874268,37.0
23.900777,37.0
23.927824,37.5
23.957053,37.5
23.983977,37.5
24.010812,38.0
24.038044,38.0
24.066913,38.0
24.093288,38.0
24.121859,38.0
24.149656,38.0
24.178917,38.0
24.20754,38.0
24.235656,37.5
24.264318,37.5
24.29233,37.5
24.384966,38.0
24.412462,38.0
24.439181,38.0
24.465781,38.0
24.494427,38.0
24.522484,37.5
24.551338,37.5
24.57983,37.0
24.607927,36.5
24.926804,37.0
24.955471,37.0
24.982666,36.5
25.009942,36.5
25.037435,36.0
25.066419,35.5
25.09339,35.5
25.122276,35.0
25.148742,34.5
25.176315,34.0
25.203435,34.0
25.230248,34.0
25.258179,33.5
25.287294,33.5
25.314409,33.5
25.340978,34.0
25.368878,34.0
25.39674,34.0
25.425029,34.5
25.451688,34.5
25.479802,35.0
25.507703,35.5
25.534562,36.0
25.562001,36.0
25.593686,37.0
25.622639,37.5
25.649025,38.0
25.676287,38.5
25.704158,39.5
25.732751,40.0
25.760679,41.0
25.788931,41.5
25.815308,41.5
25.842173,42.0
25.868592,42.0
25.895849,42.0
25.923583,42.0
25.95282,42.0
25.979864,41.5
26.007385,41.5
26.034908,41.5
26.062563,41.5
26.090559,41.5
26.118275,42.0
26.149199,42.5
26.17776,42.0
26.204804,42.0
26.232416,42.0
26.259109,42.0
26.287652,41.5
26.315332,41.0
26.341774,40.5
26.369874,40.0
26.397143,39.5
26.42477,39.0
26.450915,38.5
26.477904,38.5
26.504398,38.0
26.530938,38.0
26.557866,38.0
26.589043,38.0
26.615573,38.5
26.64328,38.0
26.670672,38.0
26.698009,38.5
26.725077,38.5
26.754134,38.5
26.78164,39.0
26.809498,39.0
26.837285,39.5
26.865461,40.0
26.892427,40.5
26.920515,41.5
26.947906,42.0
26.975171,42.5
27.00108,42.5
27.028321,43.0
27.056331,43.0
27.085396,43.5
27.11255,44.0
27.139701,44.5
27.166759,44.5
27.195058,45.0
27.224712,44.5
27.253403,45.0
27.279896,45.0
27.307847,44.5
27.336336,44.0
27.36438,44.0
27.391487,43.5
27.42132,43.0
27.447633,42.0
27.47451,41.5
27.503846,41.0
27.531082,40.5
27.558146,39.5
27.586918,39.0
27.613989,38.5
27.641725,38.0
27.670832,37.5
27.69892,37.0
27.726098,36.5
27.754328,36.5
27.782378,36.5
27.809578,36.5
27.83698,36.5
27.864991,36.5
27.891979,36.5
27.920378,36.5
27.947521,36.5
27.974777,37.0
28.003083,37.0
28.030963,37.0
28.059709,37.5
28.087317,38.0
28.114186,38.0
28.140981,38.0
28.169089,38.0
28.198318,38.0
28.225128,38.0
28.253911,38.0
28.281682,38.0
28.308287,38.0
28.335352,38.0
28.363433,38.5
28.391562,38.5
28.41967,39.0
28.447335,39.0
28.474493,39.0
28.503574,38.5
28.530738,38.5
28.558426,38.5
28.588671,38.5
28.616654,38.5
28.643623,38.5
28.670946,38.5
28.698424,38.0
28.724781,38.0
28.755367,37.5
28.783172,37.0
28.809428,37.0
28.836683,37.0
28.864725,36.5
28.891686,36.0
28.920962,36.0
28.94777,36.0
28.975964,36.0
29.003684,36.0
29.031698,36.5
29.05918,36.0
29.088413,36.0
29.11519,36.5
29.142188,36.5
29.172147,36.5
29.205862,37.0
29.23357,37.0
29.260749,37.0
29.289407,37.0
29.316234,36.5
29.342928,36.5
29.369798,36.5
29.395683,36.5
29.423188,36.5
29.452837,36.5
29.480277,36.5
29.507075,36.0
29.53465,36.0
29.56211,35.5
29.590218,35.5
29.616758,35.0
29.643982,34.5
29.671607,34.0
29.699665,34.0
29.725595,33.5
29.754371,33.5
29.781478,33.5
29.80941,33.5
29.837243,33.5
29.865264,33.5
29.892377,34.0
29.921016,34.0
29.9491,34.0
29.976171,34.5
30.00388,35.0
30.032095,35.5
30.057765,35.5
30.085708,36.0
30.112487,36.5
30.140855,37.0
30.16879,38.0
30.197644,38.5
30.224959,39.0
30.255327,40.0
30.282757,41.0
30.311635,41.5
30.338785,41.5
30.367292,42.0
30.39512,42.0
30.423984,42.0
30.453297,42.5
30.480442,43.0
30.507229,43.5
30.533851,44.0
30.565348,44.5
30.59456,45.0
30.621912,45.5
30.649739,46.5
30.684604,47.5
30.71167,48.0
30.738179,48.5
30.769256,48.5
30.79598,49.0
30.82334,49.0
30.850661,48.5
30.875889,47.5
30.901502,47.0
30.929694,47.0
30.95626,47.0
30.982126,47.5
31.008099,48.0
31.037535,48.0
31.063726,47.5
31.089533,47.0
31.115339,46.5
31.140624,46.5
31.168137,46.0
31.199571,45.0
31.2283,45.0
31.255293,45.0
31.280623,45.5
31.310533,45.0
31.33634,45.0
31.362765,44.5
31.389678,44.5
31.41492,45.0
31.441286,45.0
31.467436,45.5
31.493819,46.0
31.519508,47.0
31.545386,48.0
31.572917,48.5
31.59913,49.0
31.625734,51.0
31.651151,52.0
31.67743,52.5
31.705433,53.0
31.731884,53.0
31.758627,53.5
31.786053,53.0
31.81253,53.0
31.840028,52.0
31.865068,51.0
31.889948,48.5
31.918647,47.0
31.943607,46.0
31.970283,45.5
31.995716,45.5
32.022468,45.5
32.050187,45.5
32.076024,46.0
32.10668,46.0
32.132919,45.5
32.160493,45.5
32.189975,45.5
32.221518,46.0
32.2523,46.5
32.278896,47.5
32.306535,49.5
32.332991,52.0
32.360388,53.5
32.392475,54.50000000000001
32.426328,56.00000000000001
32.460696,57.00000000000001
32.496242,57.99999999999999
32.53062,59.0
32.562177,60.0
32.594235,60.5
32.627345,61.5
32.662201,62.0
32.694526,62.5
32.727594,63.0
32.759774,63.0
32.792358,63.5
32.821227,63.5
32.850961,63.5
32.878906,64.0
32.909942,64.0
32.94016,63.5
32.968809,63.5
32.996555,63.5
33.024245,63.5
33.051803,63.5
33.078203,63.5
33.106322,63.0
33.134068,63.0
33.160624,63.0
33.18903,63.0
33.221086,63.0
33.248023,62.5
33.274743,62.5
33.302587,63.0
33.328741,63.0
33.367019,63.0
33.406755,63.0
33.447838,62.5
33.491583,62.5
33.530348,62.5
33.574033,62.5
33.6,62.5
