mediaTime,attention,dominantEmotion,arousal,valence,emotion
0.05828108334389981,,,-0.76,0.35,
0.058355375003884546,0,,,,
0.08319812500849366,,,,,
0.09580466667830478,,Disgust,,,
0.09748579167353455,,,-0.77,0.34,
0.09751608333317563,0,,,,
0.12186191667569801,,,,,
0.13277554167143535,,Disgust,,,
0.13608345833199564,,,-0.78,0.34,
0.13611191666859668,0,,,,
0.1614534166728845,,,,,
0.17324412500602193,,Disgust,,,
0.17538383333885577,,,-0.79,0.34,
0.1754332916752901,0,,,,
0.20090079167857766,,,,,
0.2130309583444614,,Disgust,,,
0.21474583333474584,,,-0.8,0.33,
0.21477654167392757,0,,,,
0.23805116667062975,,,,,
0.24867066666774917,,Disgust,,,
0.250540708337212,,,-0.8,0.32,
0.2505630833329633,0,,,,
0.011356291666743346,,,,,
0.023594208323629573,,Disgust,,,
0.025273124992963858,,,-0.81,0.32,
0.025305124989245087,0,,,,
0.05111712499638088,,,,,
0.06285504165862221,,Disgust,,,
0.0646755416673841,,,-0.81,0.32,
0.0647026666556485,0,,,,
0.09669666666013654,,,,,
0.10921787499682978,,Disgust,,,
0.11233037499187049,,,-0.81,0.32,
0.1124442083237227,0,,,,
0.14736308332066983,,,,,
0.15882404166040942,,Sad,,,
0.16099295832100324,,,-0.81,0.32,
0.16104329166410025,0,,,,
0.19584829166706186,,,,,
0.21070058332406916,,Disgust,,,
0.21305541666515637,,,-0.81,0.32,
0.21323095832485706,0,,,,
0.148044958668172,,,,,
0.15907787533185222,,Disgust,,,
0.16267295867262185,,,-0.81,0.32,
0.1627319586707676,0,,,,
0.1861179586715229,,,,,
0.19826145866070186,,Disgust,,,
0.20008062533567902,,,-0.81,0.32,
0.2001190003368469,0,,,,
0.23087470866850726,,,,,
0.24547279200161956,,Disgust,,,
0.247235250343165,,,-0.8,0.32,
0.2472670836763611,0,,,,
0.27917158366874006,,,,,
0.2900616669980265,,Disgust,,,
0.2918284586670963,,,-0.81,0.32,
0.29185991699743696,0,,,,
0.3179108753308864,,,,,
0.33002266698782107,,Disgust,,,
0.33207637532064466,,,-0.81,0.32,
0.3321098753283476,0,,,,
0.35607208366014304,,,,,
0.3684520003214456,,Disgust,,,
0.3701695419938514,,,-0.8,0.31,
0.3701977086664155,0,,,,
0.39453495866360383,,,,,
0.40653029199780205,,Disgust,,,
0.40848725032151917,,,-0.8,0.31,
0.40856900033282356,0,,,,
0.43705091733529344,,,,,
0.449410959005329,,Disgust,,,
0.45106850067197457,,,-0.8,0.31,
0.4511048340103321,0,,,,
0.4775497506673878,,,,,
0.4882636673467664,,Disgust,,,
0.48997625067233685,,,-0.79,0.31,
0.49001354234162364,0,,,,
0.5158633340073016,,,,,
0.5273051673469331,,Disgust,,,
0.530501209014185,,,-0.79,0.32,
0.5305400423424749,0,,,,
0.5573227090101887,,,,,
0.5696682923338108,,Disgust,,,
0.5713862923478905,,,-0.79,0.32,
0.5714190423353307,0,,,,
0.6035741673443431,,,,,
0.6162885423439752,,Disgust,,,
0.6181084590101114,,,-0.79,0.33,
0.6181421673430327,0,,,,
0.6483857089981234,,,,,
0.659606667329374,,Disgust,,,
0.6629527089891986,,,-0.79,0.34,
0.6629959589983833,0,,,,
0.6967679589936074,,,,,
0.709141000660768,,Disgust,,,
0.7113487090020704,,,-0.79,0.34,
0.7113850839880093,0,,,,
0.7389660006658437,,,,,
0.7502611673328125,,,,,
0.7520337090020098,,,-0.79,0.35,
0.752072125665311,0,,,,
0.776239083999119,,,,,
0.7876805006592099,,Surprise,,,
0.789453750657433,,,-0.8,0.35,
0.789495208991159,0,,,,
0.8142412923254801,,,,,
0.8250711256616546,,Disgust,,,
0.8269177506656183,,,-0.8,0.35,
0.8269623756561691,0,,,,
0.8502018750075782,,,,,
0.8623881250166865,,Disgust,,,
0.8641809166800063,,,-0.8,0.36,
0.8642093750166073,0,,,,
0.8897747916851491,,,,,
0.9021477500134911,,Surprise,,,
0.9039658750187205,,,-0.81,0.36,
0.9039975833509648,0,,,,
0.9379998333386443,,,,,
0.9496612916771388,,Surprise,,,
0.9513487916772552,,,-0.81,0.37,
0.9513862083474938,0,,,,
0.980857041686058,,,,,
0.9922675416817488,,Surprise,,,
0.9944288333424898,,,-0.82,0.38,
0.9944759583520768,0,,,,
1.0189432916738856,,,,,
1.0305089583487548,,Surprise,,,
1.0321125000116713,,,-0.83,0.39,
1.0321417500161165,0,,,,
1.0558768623332753,,,,,
1.067938820665472,,Surprise,,,
1.0697166123309898,,,-0.83,0.39,
1.0697456123335314,0,,,,
1.093916945656997,,,,,
1.1058126956659862,,Surprise,,,
1.1074526539915268,,,-0.84,0.39,
1.1074939456621677,0,,,,
1.129536820665703,,,,,
1.1399483623273,,Surprise,,,
1.14159086233401,,,-0.84,0.39,
1.141617445656334,0,,,,
1.1638140706664444,,,,,
1.174257987327178,,Surprise,,,
1.17592832066573,,,-0.84,0.4,
1.1759524456602548,0,,,,
1.1972028623304822,,,,,
1.207808195659777,,Surprise,,,
1.2095273206678712,,,-0.85,0.4,
1.2095547373347244,0,,,,
1.2354230289957513,,,,,
1.2474062373249353,,Surprise,,,
1.2490857789990286,,,-0.85,0.4,
1.2491199873357572,0,,,,
1.2735063776798312,,,,,
1.2850687943445052,,Surprise,,,
1.2867568776726954,,,-0.85,0.39,
1.2867832526698009,0,,,,
1.3088073360139503,,,,,
1.3198124193457885,,Surprise,,,
1.3214040026813278,,,-0.85,0.39,
1.3214270860061048,0,,,,
1.343899919347558,,,,,
1.354971502676443,,Surprise,,,
1.3567146693402434,,,-0.85,0.39,
1.3567493776807793,0,,,,
1.3796403360046212,,,,,
1.3902997943385969,,Surprise,,,
1.3921029193460241,,,-0.85,0.39,
1.3921358776732347,0,,,,
1.4144128776696276,,,,,
1.4251195026753236,,Sad,,,
1.4271911276754223,,,-0.85,0.39,
1.4272215443505671,0,,,,
1.4530849610035772,,,,,
1.4642725443426285,,,,,
1.4658590443449326,,,-0.84,0.39,
1.4658816693425876,0,,,,
1.4883789906539908,,,,,
1.5003653239924182,,Surprise,,,
1.502134407326202,,,-0.84,0.38,
1.5021661156584463,0,,,,
1.5300783239886817,,,,,
1.540954157325877,,Sad,,,
1.5427083656628104,,,-0.84,0.38,
1.5427345323201456,0,,,,
1.5701615323283198,,,,,
1.581466407320085,,Surprise,,,
1.5831681156647113,,,-0.84,0.39,
1.5832029073295137,0,,,,
1.607452032325063,,,,,
1.6186939906561468,,Surprise,,,
1.6202839073317312,,,-0.84,0.38,
1.6203135739866132,0,,,,
1.643327657331219,,,,,
1.6548580323229265,,Disgust,,,
1.656508532332345,,,-0.84,0.38,
1.6565325739880512,0,,,,
1.6806479906604812,,,,,
1.6912442146628235,,Surprise,,,
1.692925006331883,,,-0.84,0.38,
1.692958047997912,0,,,,
1.715136089659303,,,,,
1.7256965896582768,,Disgust,,,
1.727396756329348,,,-0.84,0.38,
1.7274205479977025,0,,,,
1.748863839666832,,,,,
1.7594184230025929,,Disgust,,,
1.7610442563369941,,,-0.83,0.38,
1.7610762563332754,0,,,,
1.782360798001413,,,,,
1.7927755479965197,,Disgust,,,
1.7944101313247882,,,-0.84,0.38,
1.7944416313318141,0,,,,
1.8183084230028397,,,,,
1.8297208813370742,,Disgust,,,
1.8314646729910817,,,-0.83,0.38,
1.8314941313352973,0,,,,
1.8523816729927274,,,,,
1.864113506328671,,Disgust,,,
1.865721422995797,,,-0.83,0.38,
1.8657449230001146,0,,,,
1.8885652563246038,,,,,
1.90030204733515,,Disgust,,,
1.9020465890094203,,,-0.83,0.39,
1.9020687973420864,0,,,,
1.9235156723330293,,,,,
1.9350867973439891,,Disgust,,,
1.9368605473314675,,,-0.82,0.39,
1.9368928806684709,0,,,,
1.962292714004012,,,,,
1.9733955473380194,,Disgust,,,
1.975023130671194,,,-0.82,0.4,
1.9750473806666706,0,,,,
1.997873422343706,,,,,
2.00828204733583,,Surprise,,,
2.0099917556686124,,,-0.82,0.4,
2.0100136306751084,0,,,,
2.03201400567517,,,,,
2.0424741723432236,,Surprise,,,
2.0441892973354117,,,-0.81,0.4,
2.044802547333835,0,,,,
2.0659529223371793,,,,,
2.0765205056700653,,Surprise,,,
2.0791382973434667,,,-0.8,0.41,
2.0791590473413963,0,,,,
2.105181646010687,,,,,
2.1159101876704605,,Surprise,,,
2.1178027293511783,,,-0.8,0.41,
2.1178268126835698,0.01,,,,
2.1413833960117423,,,,,
2.1525869793416583,,Surprise,,,
2.154494146017323,,,-0.79,0.42,
2.1545176876837737,0.01,,,,
2.1781214376836666,,,,,
2.1888783543412225,,Surprise,,,
2.190787646003964,,,-0.79,0.42,
2.1908096043492784,0.02,,,,
2.2144045210164855,,,,,
2.2252894793504034,,Surprise,,,
2.227264437680214,,,-0.78,0.42,
2.2273003960157163,0.03,,,,
2.2535928543378483,,,,,
2.265229771016829,,Surprise,,,
2.267499812676187,,,-0.77,0.41,
2.267525312681182,0.03,,,,
2.2937417293445557,,,,,
2.305648588320317,,Surprise,,,
2.30820983830882,,,-0.76,0.41,
2.30823604664284,0.04,,,,
2.3374230049880755,,,,,
2.3498142966486815,,Surprise,,,
2.352340463308345,,,-0.75,0.41,
2.352377171649558,0.05,,,,
2.3836817549813607,,,,,
2.3988903799831935,,Surprise,,,
2.401492588316167,,,-0.74,0.42,
2.4015571716513553,0.07,,,,
2.4489307133112637,,,,,
2.4625782133148353,,Surprise,,,
2.4657954633216908,,,-0.73,0.43,
2.465841713310063,0.09,,,,
2.502213046645473,,,,,
2.513292809335181,,Surprise,,,
2.5150006426682383,,,-0.71,0.42,
2.515030559325024,0.1,,,,
2.539348642659971,,,,,
2.5499784343245127,,Surprise,,,
2.551717309337474,,,-0.7,0.43,
2.5517466010040524,0.11,,,,
2.574644100995866,,,,,
2.5863563093278943,,Surprise,,,
2.5880697676601274,,,-0.7,0.43,
2.588097226003666,0.12,,,,
2.6143717676585227,,,,,
2.625145725991243,,Surprise,,,
2.6269730593320135,,,-0.69,0.43,
2.627004309337136,0.13,,,,
2.651852726003054,,,,,
2.6626480176617777,,Surprise,,,
2.666984142660877,,,-0.68,0.43,
2.6670118926684525,0.14,,,,
2.6901011010030205,,,,,
2.7031025593294915,,,,,
2.704803517668407,,,-0.68,0.43,
2.7048313093235636,0.14,,,,
2.727601574999495,,,,,
2.7402126166599157,,Surprise,,,
2.7419660749911383,,,-0.68,0.42,
2.741999699999793,0.15,,,,
2.7711868249935616,,,,,
2.7834500749923574,,Surprise,,,
2.7852705750011193,,,-0.68,0.42,
2.785300366656953,0.15,,,,
2.8108002416593774,,,,,
2.8223434083375434,,Sad,,,
2.824062283329182,,,-0.68,0.42,
2.824093199993582,0.15,,,,
2.8462689916669444,,,,,
2.856969116666802,,Sad,,,
2.858609741659235,,,-0.68,0.42,
2.858630991660972,0.15,,,,
2.881134866667777,,,,,
2.891864116671128,,Sad,,,
2.8935736583262734,,,-0.68,0.41,
2.8935969083286874,0.14,,,,
2.917425033334508,,,,,
2.92842321899162,,,,,
2.930985302324652,,,-0.69,0.41,
2.931015135657171,0.14,,,,
2.9542747606560713,,,,,
2.965465135649092,,Sad,,,
2.9674510523132174,,,-0.69,0.41,
2.967476968983201,0.14,,,,
2.9924758023212323,,,,,
3.0034973856477425,,Sad,,,
3.005293468983391,,,-0.7,0.4,
3.0053292606558077,0.13,,,,
3.028587093979249,,,,,
3.0401230939846844,,Sad,,,
3.0419570523176933,,,-0.7,0.4,
3.0419809689869997,0.13,,,,
3.0699461356512163,,,,,
3.0811891773141813,,Sad,,,
3.083219343980554,,,-0.71,0.4,
3.0832492189897582,0.12,,,,
3.1095784689919217,,,,,
3.120398802313966,,Sad,,,
3.122122135648633,,,-0.72,0.39,
3.1221489689874122,0.11,,,,
3.1454198290118605,,,,,
3.157983162349172,,Sad,,,
3.1601264540183713,,,-0.72,0.38,
3.1601633706848027,0.1,,,,
3.185824787342188,,,,,
3.197409995682154,,Sad,,,
3.2006016623451963,,,-0.73,0.38,
3.2006369123516727,0.1,,,,
3.231559954012244,,,,,
3.2443055790169986,,Sad,,,
3.2468402456831775,,,-0.74,0.38,
3.2468829540118698,0.09,,,,
3.27714441234615,,,,,
3.289689329012379,,Sad,,,
3.2923943290186237,,,-0.75,0.38,
3.2924228706794914,0.08,,,,
3.323123204008642,,,,,
3.3385457873480284,,Sad,,,
3.341383870687185,,,-0.76,0.39,
3.3414187040141208,0.07,,,,
3.3760418176717137,,,,,
3.3907008176648303,,Sad,,,
3.39345935933313,,,-0.77,0.39,
3.3934921926739405,0.07,,,,
3.4362657760103246,,,,,
3.4489890260047757,,Sad,,,
3.454200651005587,,,-0.78,0.39,
3.4542368593429926,0.06,,,,
3.491317359341403,,,,,
3.504815026000935,,Sad,,,
3.508568484339841,,,-0.79,0.39,
3.5086059843343462,0.05,,,,
3.542725901006699,,,,,
3.5554501093320794,,Sad,,,
3.5581753593324463,,,-0.8,0.38,
3.558208484337294,0.05,,,,
3.590398890003564,,,,,
3.6030328066780952,,Disgust,,,
3.6058162233466304,,,-0.81,0.37,
3.6058485150069486,0.04,,,,
3.6402120983484223,,,,,
3.6532357233454262,,Disgust,,,
3.656103181675428,,,-0.82,0.36,
3.656145098336276,0.04,,,,
3.7640479733463166,,,,,
3.7772662650031292,,Sad,,,
3.779843098346612,,,-0.82,0.36,
3.7798736400081565,0.04,,,,
3.840208400339584,,,,,
3.852268358685656,,Disgust,,,
3.854754233682293,,,-0.81,0.37,
3.854788067016166,0.03,,,,
3.8825256086788116,,,,,
3.894646400346069,,Disgust,,,
3.8971117336845467,,,-0.81,0.37,
3.8971719420155253,0.03,,,,
3.926570775344267,,,,,
3.937687942009184,,Disgust,,,
3.9397996503470907,,,-0.81,0.37,
3.9398279420060547,0.02,,,,
3.9647139420052966,,,,,
3.976602400340603,,Disgust,,,
3.978637983680933,,,-0.81,0.36,
3.978667775351319,0.02,,,,
4.002833483675609,,,,,
4.014093400350653,,Disgust,,,
4.016162192005545,,,-0.81,0.37,
4.016191858674979,0.03,,,,
4.040622968662018,,,,,
4.051282968661934,,Disgust,,,
4.053352551999223,,,-0.8,0.36,
4.053380510332016,0.03,,,,
4.080386218657321,,,,,
4.092091718658293,,Disgust,,,
4.0942736353305635,,,-0.8,0.37,
4.094306093653967,0.03,,,,
4.121305260325852,,,,,
4.133869260330056,,Disgust,,,
4.136342426993605,,,-0.79,0.37,
4.136371343657328,0.03,,,,
4.164008260325017,,,,,
4.176583010323765,,Disgust,,,
4.179189551998815,,,-0.79,0.38,
4.179218135321816,0.03,,,,
4.21001305199631,,,,,
4.222436510330835,,Disgust,,,
4.224907510330621,,,-0.78,0.38,
4.224934176991764,0.03,,,,
4.258002357998049,,,,,
4.270664857995581,,Disgust,,,
4.2731498580001075,,,-0.77,0.37,
4.273180191336434,0.03,,,,
4.302233024664457,,,,,
4.314285399672809,,Disgust,,,
4.316851316329559,,,-0.76,0.38,
4.316881899667789,0.03,,,,
4.345109649661464,,,,,
4.357025774665527,,Disgust,,,
4.359641274659663,,,-0.76,0.37,
4.359677524673754,0.03,,,,
4.388278357994278,,,,,
4.400202024673928,,Disgust,,,
4.403331274665544,,,-0.76,0.37,
4.403358316329542,0.03,,,,
4.434142316331855,,,,,
4.446956316333382,,Sad,,,
4.449211232993986,,,-0.76,0.37,
4.449241399667227,0.02,,,,
4.48090791099991,,,,,
4.493416452680201,,Disgust,,,
4.496133619339041,,,-0.76,0.36,
4.496166161001263,0.02,,,,
4.527313244341592,,,,,
4.540106577669455,,Sad,,,
4.542798327676671,,,-0.76,0.35,
4.542827786006335,0.02,,,,
4.576237952673061,,,,,
4.588652994339888,,Sad,,,
4.59133057767928,,,-0.77,0.33,
4.59135711933947,0.02,,,,
4.627509911007898,,,,,
4.641459869338966,,Sad,,,
4.644180327670135,,,-0.77,0.33,
4.644214994333986,0.02,,,,
4.677138911008903,,,,,
4.687503795340165,,Sad,,,
4.690263295339394,,,-0.78,0.34,
4.6902971703354,0.01,,,,
4.721358837003793,,,,,
4.73186792034234,,Sad,,,
4.735464503665428,,,-0.79,0.33,
4.735497753671227,0.01,,,,
4.766255462000702,,,,,
4.779299420345199,,Sad,,,
4.782097628671766,,,-0.79,0.32,
4.7821532953354495,0.01,,,,
4.816515212002416,,,,,
4.829547253667117,,Sad,,,
4.8324827120055875,,,-0.8,0.32,
4.83252037867773,0.01,,,,
4.865560212009443,,,,,
4.879257461998934,,Sad,,,
4.88209671200879,,,-0.81,0.31,
4.88215917034235,0.01,,,,
4.915579112338524,,,,,
4.928045362326007,,Sad,,,
4.930818695666891,,,-0.82,0.32,
4.9308556956721405,0.01,,,,
4.961600903993745,,,,,
4.975192570670548,,Sad,,,
4.977899737326003,,,-0.83,0.32,
4.977930570666136,0.01,,,,
5.012826862327562,,,,,
5.025808737326803,,Disgust,,,
5.0285475706669205,,,-0.84,0.31,
5.028587695666862,0.01,,,,
5.0604186956671,,,,,
5.073218278998898,,Disgust,,,
5.075924779002013,,,-0.84,0.32,
5.075961695668444,0.01,,,,
5.106665362332056,,,,,
5.119159504996136,,Sad,,,
5.121930588334439,,,-0.85,0.32,
5.1219695466636805,0.01,,,,
5.154408296664118,,,,,
5.167150629996544,,Disgust,,,
5.170268046661735,,,-0.85,0.32,
5.170297879994254,0.01,,,,
5.203762713331602,,,,,
5.216562130000315,,Disgust,,,
5.219254838323908,,,-0.85,0.32,
5.21929025499347,0.01,,,,
5.252318421661843,,,,,
5.264797379996966,,Disgust,,,
5.267563171662263,,,-0.85,0.32,
5.26760367166506,0.01,,,,
5.29928612999291,,,,,
5.312848171662412,,Surprise,,,
5.3157579633328025,,,-0.85,0.31,
5.315794504996378,0,,,,
5.350817506657388,,,,,
5.363453173316141,,Disgust,,,
5.366182589980947,,,-0.84,0.32,
5.36621138165827,0,,,,
5.405815923314715,,,,,
5.4194182983239285,,Surprise,,,
5.422315839988353,,,-0.85,0.3,
5.42236363165028,0,,,,
5.460947131655469,,,,,
5.474032964984128,,Disgust,,,
5.476770548314728,,,-0.85,0.31,
5.4768134649831905,0,,,,
5.514074464988137,,,,,
5.526589089980173,,Disgust,,,
5.529465506658364,,,-0.85,0.3,
5.529502464986929,0,,,,
5.569265342658619,,,,,
5.581835759329843,,Disgust,,,
5.585170925994172,,,-0.85,0.3,
5.5852062176627815,0,,,,
5.62413146766543,,,,,
5.637786925995025,,Sad,,,
5.640721925991821,,,-0.85,0.31,
5.640761217661785,0,,,,
5.677416009325535,,,,,
5.690628300994868,,Disgust,,,
5.693501717664768,,,-0.85,0.32,
5.693546175992234,0,,,,
5.729011759328424,,,,,
5.74253875933122,,Disgust,,,
5.745453467657208,,,-0.85,0.32,
5.745496217662586,0,,,,
5.782600414667747,,,,,
5.795937248001343,,Disgust,,,
5.79882753966877,,,-0.85,0.32,
5.798871039679859,0,,,,
5.839214289667786,,,,,
5.85322687301005,,Disgust,,,
5.856075873006836,,,-0.85,0.33,
5.85614266466792,0,,,,
5.892972706341886,,,,,
5.905973456339331,,Disgust,,,
5.908735164679007,,,-0.85,0.33,
5.9087934563481275,0,,,,
5.94295253967494,,,,,
5.955820831344233,,Sad,,,
5.958826123014211,,,-0.85,0.34,
5.958852956338439,0,,,,
5.993428362670704,,,,,
6.006044279339141,,Sad,,,
6.0088763209995815,,,-0.85,0.34,
6.008903446002398,0,,,,
6.044948196001235,,,,,
6.057729487662902,,Sad,,,
6.060605862664408,,,-0.85,0.35,
6.060636529326905,0,,,,
6.09504194600496,,,,,
6.108014695992926,,Sad,,,
6.110668779328,,,-0.86,0.36,
6.110698487659567,0,,,,
6.146119737669244,,,,,
6.15873490433197,,Sad,,,
6.161534987672814,,,-0.87,0.36,
6.161562821004656,0,,,,
6.195155958654383,,,,,
6.207911541985838,,Sad,,,
6.210714833660192,,,-0.87,0.37,
6.210738625328546,0,,,,
6.248892833648157,,,,,
6.262206541994844,,Sad,,,
6.2650497086526835,,,-0.88,0.36,
6.265076458652644,0,,,,
6.302742750320491,,,,,
6.317795000324865,,Sad,,,
6.323430291982974,,,-0.89,0.36,
6.323465708652535,0,,,,
6.36052945865437,,,,,
6.3730847919889735,,Sad,,,
6.378302416991816,,,-0.89,0.36,
6.378332250324335,0,,,,
6.4174647726695655,,,,,
6.4313680643327205,,Sad,,,
6.434258481001099,,,-0.89,0.36,
6.434292147671887,0,,,,
6.473320230995388,,,,,
6.487315814339174,,Sad,,,
6.49008952266836,,,-0.9,0.37,
6.490116522670225,0,,,,
6.525668397670462,,,,,
6.538261897666463,,Sad,,,
6.5409078143357435,,,-0.91,0.37,
6.540940939340591,0,,,,
6.573975772663336,,,,,
6.58740552266777,,Sad,,,
6.590116814340083,,,-0.91,0.38,
6.590143397662406,0,,,,
6.623081061002407,,,,,
6.636556311004054,,Sad,,,
6.639219435997032,,,-0.91,0.39,
6.639239352664984,0,,,,
6.676157602664856,,,,,
6.688662435993277,,Sad,,,
6.691427186003378,,,-0.91,0.39,
6.691451852663843,0,,,,
6.724718519329284,,,,,
6.73878814433115,,Sad,,,
6.741620935997301,,,-0.91,0.39,
6.741652685991679,0,,,,
6.776047435999456,,,,,
6.788829186002798,,Sad,,,
6.791664936000555,,,-0.92,0.39,
6.791692227666457,0,,,,
6.827069347667925,,,,,
6.840015722658786,,Sad,,,
6.842814764329883,,,-0.92,0.38,
6.842837597667308,0,,,,
6.879667930990759,,,,,
6.893132555998814,,Sad,,,
6.895922555997454,,,-0.92,0.37,
6.8959506393312,0,,,,
6.9305878893228465,,,,,
6.944633889333995,,Sad,,,
6.947394264325335,,,-0.92,0.37,
6.947421930994092,0,,,,
6.984405597659129,,,,,
6.995146847666542,,Sad,,,
6.998062430999194,,,-0.92,0.36,
6.998087764326551,0,,,,
7.032592561337146,,,,,
7.044854061337168,,Sad,,,
7.047597019679592,,,-0.92,0.36,
7.047622478007901,0,,,,
7.085220811343965,,,,,
7.098024561340202,,Sad,,,
7.1008608530039,,,-0.92,0.36,
7.100886019682725,0,,,,
7.135511936337202,,,,,
7.148169269677232,,Sad,,,
7.151030228015947,,,-0.92,0.36,
7.151062186335543,0,,,,
7.184865728014478,,,,,
7.198624228004696,,Sad,,,
7.2014114780115,,,-0.92,0.36,
7.201451061345501,0,,,,
7.2364167583329255,,,,,
7.250510841670039,,Sad,,,
7.253100800011598,,,-0.92,0.36,
7.253130550005299,0,,,,
7.289353758333309,,,,,
7.30222330001212,,Sad,,,
7.305178758342809,,,-0.92,0.36,
7.305209091679135,0,,,,
7.340515383333841,,,,,
7.353197799999325,,Disgust,,,
7.356481300001324,,,-0.91,0.35,
7.356510966670758,0,,,,
7.392007758335385,,,,,
7.4047380916783005,,Disgust,,,
7.407510883338691,,,-0.91,0.34,
7.407539758340281,0,,,,
7.442548871336066,,,,,
7.456413329670931,,Disgust,,,
7.4592982046644005,,,-0.9,0.34,
7.459340954669778,0,,,,
7.498389121338868,,,,,
7.511687579671297,,Disgust,,,
7.514557663006735,,,-0.9,0.32,
7.51458382966407,0,,,,
7.5519467463356245,,,,,
7.565032454663332,,Disgust,,,
7.567834913007709,,,-0.89,0.31,
7.567858204672256,0,,,,
7.602996454666163,,,,,
7.615615496343843,,Disgust,,,
7.618417538008679,,,-0.89,0.3,
7.618458704663817,0,,,,
7.653357024329564,,,,,
7.666780690993148,,Disgust,,,
7.669595149327035,,,-0.89,0.3,
7.669620940996067,0,,,,
7.706402441002394,,,,,
7.719637357669383,,Disgust,,,
7.723691065995338,,,-0.89,0.29,
7.723750607659424,0,,,,
7.759588732671075,,,,,
7.772194565997308,,Sad,,,
7.774820024332696,,,-0.89,0.29,
7.774848607670249,0,,,,
7.783821716,,,,,
7.783821716,,Disgust,,,
7.783821716,,,-0.89,0.3,
7.783821716,0,,,,
7.783821716,,,,,
7.783821716,,Disgust,,,
7.783821716,,,-0.89,0.28,
7.783821716,0,,,,
6.3304337739944465,,,,,
6.3304337739944465,,Disgust,,,
6.3304337739944465,,,-0.89,0.29,
6.3304337739944465,0,,,,
2.1565206527709964,,,,,
2.1565206527709964,,Disgust,,,
2.1565206527709964,,,-0.88,0.3,
2.1565206527709964,0,,,,
0,,,,,
0,,Disgust,,,
0,,,-0.88,0.3,
0,0,,,,
0,,,,,
0,,Disgust,,,
0,,,-0.88,0.3,
0,0,,,,
0,,,,,
0,,Disgust,,,
0,,,-0.87,0.31,
0,0,,,,
0.382607638835907,,,,,
0.382607638835907,,Disgust,,,
0.382607638835907,,,-0.87,0.31,
0.382607638835907,0,,,,
0.021619386412203314,,,,,
0.021619386412203314,,Disgust,,,
0.021619386412203314,,,-0.86,0.32,
0.021619386412203314,0,,,,
0,,,,,
0,,Disgust,,,
0,,,-0.86,0.32,
0,0,,,,
0.07272866517305375,,,,,
0.07272866517305375,,Surprise,,,
0.07272866517305375,,,-0.85,0.33,
0.07272866517305375,0,,,,
0.10723924152553083,,,,,
0.10723924152553083,,Disgust,,,
0.10723924152553083,,,-0.85,0.34,
0.10723924152553083,0,,,,
0.117698410525918,,,,,
0.117698410525918,,Disgust,,,
0.117698410525918,,,-0.85,0.35,
0.117698410525918,0,,,,
0.13912992104887964,,,,,
0.13912992104887964,,Disgust,,,
0.13912992104887964,,,-0.85,0.35,
0.13912992104887964,0,,,,
0.13912992104887964,,,,,
0.13912992104887964,,Disgust,,,
0.13912992104887964,,,-0.85,0.35,
0.13912992104887964,0,,,,
0.13912992104887964,,,,,
0.13912992104887964,,Disgust,,,
0.13912992104887964,,,-0.84,0.35,
0.13912992104887964,0,,,,
0.13912992104887964,,,,,
0.13912992104887964,,Disgust,,,
0.13912992104887964,,,-0.85,0.35,
0.13912992104887964,0,,,,
0.13912992104887964,,,,,
0.13912992104887964,,Disgust,,,
0.13912992104887964,,,-0.84,0.35,
