Media Time (seconds),Attention (%),Valence (%),Arousal (%)
0.0,0.0,36.0,24.5
0.0,0.0,32.99999999999999,34.0
0.0,0.0,34.5,23.0
0.0,0.0,74.5,17.5
0.0,0.0,30.0,55.50000000000001
0.0,0.0,31.5,40.0
0.0,0.0,30.5,27.0
0.0,0.0,33.5,26.5
0.0,0.0,33.5,26.5
0.0,0.0,29.000000000000004,27.0
0.0,0.0,29.500000000000004,27.0
0.0,0.0,29.000000000000004,28.000000000000004
0.0,1.0,30.0,32.99999999999999
0.0,0.0,29.500000000000004,34.0
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.021333,0.0,,
0.170667,0.0,,
0.170667,0.0,,
0.201637,0.0,,
0.243178,0.0,,
0.243178,0.0,,
0.243178,0.0,,
0.243178,0.0,,
0.275493,0.0,,
0.324178,0.0,,
0.361125,0.0,,
0.396357,0.0,,
0.434214,0.0,,
0.464392,0.0,,
0.5018,0.0,,
0.535375,0.0,,
0.594811,0.0,,
0.639186,0.0,,
0.672973,0.0,,
0.704294,0.0,,
0.735771,0.0,,
0.812113,0.0,,
0.870056,0.0,,
0.907638,0.0,,
0.941632,0.0,,
0.979618,0.0,,
1.019688,0.0,,
1.059786,0.0,,
1.098769,0.0,,
1.134638,0.0,,
1.173427,0.0,,
1.210515,0.0,,
1.249613,0.0,,
1.290564,0.0,,
1.326353,0.0,,
1.364352,0.0,,
1.39901,0.0,,
1.436717,0.0,,
1.47726,0.0,,
1.515887,0.0,,
1.550271,0.0,,
1.588386,0.0,,
1.627295,0.0,,
1.668226,0.0,,
1.710462,0.0,,
1.744571,0.0,,
1.780068,0.0,,
1.817745,0.0,,
1.852455,0.0,,
1.891977,0.0,,
1.928891,0.0,,
1.963992,0.0,,
2.000925,0.0,,
2.038609,0.0,,
2.073598,0.0,,
2.10798,0.0,,
2.141826,0.0,,
2.177369,0.0,,
2.248528,0.0,,
2.298909,0.0,,
2.330755,0.0,,
2.367289,0.0,,
2.397984,0.0,,
2.438037,0.0,,
2.475005,0.0,,
2.505126,0.0,,
2.540605,0.0,,
2.573963,0.0,,
2.607929,0.0,,
2.642319,0.0,,
2.678709,0.0,,
2.713973,0.0,,
2.749607,0.0,,
2.783285,0.0,,
2.820505,0.0,,
2.856902,0.0,,
2.891656,0.0,,
2.928408,0.0,,
2.962165,0.0,,
2.997679,0.0,,
3.03069,0.0,,
3.062763,0.0,,
3.095811,0.0,,
3.129338,0.0,,
3.165253,0.0,,
3.207692,0.0,,
3.27064,0.0,,
3.316666,0.0,,
3.351586,0.0,,
3.391795,0.0,,
3.430443,0.0,,
3.466075,0.0,,
3.499526,0.0,,
3.533038,0.0,,
3.566619,0.0,,
3.602593,0.0,,
3.639275,0.0,,
3.672674,0.0,,
3.702743,0.0,,
3.738169,0.0,,
3.772783,0.0,,
3.806195,0.0,,
3.839488,0.0,,
3.868794,0.0,,
3.902653,0.0,,
3.940521,0.0,,
3.977704,0.0,,
4.01243,0.0,,
4.049023,0.0,,
4.082309,0.0,,
4.113343,0.0,,
4.148981,0.0,,
4.186079,0.0,,
4.223738,0.0,,
4.259392,0.0,,
4.294473,0.0,,
4.333866,0.0,,
4.369057,0.0,,
4.40309,0.0,,
4.437417,0.0,,
4.476034,0.0,,
4.513197,0.0,,
4.550466,0.0,,
4.605211,0.0,,
4.646935,0.0,,
4.682893,0.0,,
4.72118,0.0,,
4.760842,0.0,,
4.79915,0.0,,
4.836529,0.0,,
4.882187,0.0,,
4.92339,0.0,,
4.953272,0.0,,
4.997147,0.0,,
5.030429,0.0,,
5.067597,0.0,,
5.109089,0.0,,
5.150275,0.0,,
5.189105,0.0,,
5.259892,0.0,,
5.319526,0.0,,
5.357264,0.0,,
5.430458,1.0,,
5.483851,0.0,,
5.517842,0.0,,
5.555076,0.0,,
5.591834,0.0,,
5.631287,0.0,,
5.675518,0.0,,
5.715432,0.0,,
5.756487,0.0,,
5.797882,0.0,,
5.837777,0.0,,
5.879056,0.0,,
5.920547,0.0,,
5.958111,0.0,,
5.991144,0.0,,
6.029663,0.0,,
6.064241,0.0,,
6.104596,0.0,,
6.15418,0.0,,
6.194346,0.0,,
6.234048,0.0,,
6.276991,0.0,,
6.317028,0.0,,
6.349702,0.0,,
6.387064,0.0,,
6.425032,0.0,,
6.463486,0.0,,
6.504143,0.0,,
6.544493,0.0,,
6.582802,0.0,,
6.621572,0.0,,
6.66091,0.0,,
6.702379,0.0,,
6.744888,0.0,,
6.790079,0.0,,
6.828721,0.0,,
6.86515,0.0,,
6.904239,0.0,,
6.946114,0.0,,
6.986454,0.0,,
7.028828,0.0,,
7.066528,0.0,,
7.102686,0.0,,
7.13796,0.0,,
7.175875,0.0,,
7.214282,0.0,,
7.253407,0.0,,
7.290888,0.0,,
7.336989,0.0,,
7.374982,0.0,,
7.412865,0.0,,
7.45315,0.0,,
7.494172,0.0,,
7.533714,0.0,,
7.576947,0.0,,
7.641807,0.0,,
7.690621,0.0,,
7.729552,0.0,,
7.773413,0.0,,
7.813944,0.0,,
7.852915,0.0,,
7.884018,0.0,,
7.917143,0.0,,
7.956526,0.0,,
7.997129,0.0,,
8.037022,0.0,,
8.08215,0.0,,
8.116678,0.0,,
8.153589,0.0,,
8.189864,0.0,,
8.235348,0.0,,
8.281645,0.0,,
8.323734,0.0,,
8.367798,0.0,,
8.415415,0.0,,
8.458635,0.0,,
8.506169,0.0,,
8.551411,0.0,,
8.589584,0.0,,
8.627473,0.0,,
8.665936,0.0,,
8.710044,0.0,,
8.751999,0.0,,
8.793401,0.0,,
8.831791,0.0,,
8.871272,0.0,,
8.909902,0.0,,
8.951093,0.0,,
8.995339,0.0,,
9.034435,0.0,,
9.073201,0.0,,
9.12622,0.0,,
9.167634,0.0,,
9.207379,0.0,,
9.249288,0.0,,
